,year,name,artists,key
121028,2001,Love Foolosophy (with Beverley Knight) - Radio Edit,"['Jamiroquai', 'Beverley Knight']",11
11334,1978,Is This Love,['Bob Marley & The Wailers'],6
55978,2013,A Love Like War (feat. Vic Fuentes),['All Time Low'],5
109815,1942,Pavane for A Dead Princess,"['Maurice Ravel', 'Oscar Levant']",7
45172,1959,Alone Together,['Chet Baker'],2
81150,1964,Georgia Buck,['Doc Watson'],2
6395,1953,Te Voglio Bene Tanto Tanto,['Renato Rascel'],7
15091,1997,Be Quiet and Drive (Far Away),['Deftones'],1
26773,1961,"All Of You - Take 2 / Live At The Village Vanguard, NYC; 6/25/1961",['Bill Evans Trio'],0
103097,1992,Hasta Cuando,"['David Lee Garza', 'Los Musicales']",8
109804,1942,Cuore Tzigano,['Giorgio Consolini'],4
119415,1992,Dimas Régulo y Miguel,"['Chalino Sanchez', 'Los Amables Del Norte']",7
4574,1944,Bade Saba Machal Rahi,"['Manorama', 'P. Leela']",9
105868,2006,"I Got Nerve - From ""Hannah Montana""/Soundtrack Version",['Hannah Montana'],8
70215,1995,What If I Stumble? - Remastered 2013,['DC Talk'],0
79283,1954,"Partita No. 2 in D Minor, BWV 1004: III. Sarabande","['Johann Sebastian Bach', 'Jascha Heifetz']",7
117343,1982,El Triste - Nueva Version,['José José'],11
47553,1971,A Change Is Going to Come,['Baby Huey & The Baby Sitters'],6
16981,2006,Kidnap The Sandy Claws,"['Danny Elfman', 'Paul Reubens', ""Catherine O'Hara""]",4
85250,1984,"Miami, My Amy",['Keith Whitley'],5
36328,2009,Someone Else Calling You Baby,['Luke Bryan'],8
55046,2009,Birthday Sex,['Jeremih'],7
50993,1988,Nothing Can Come Between Us,['Sade'],5
147456,1979,Big Girls Don't Cry,['Frankie Valli'],7
131611,1974,Heroin - Live (1969),"['The Velvet Underground', 'Lou Reed']",0
129503,1963,Carol Of The Bells,"['Mykola Dmytrovych Leontovych', 'Leonard Bernstein', 'New York Philharmonic']",5
169863,2017,Unforgettable,['Thomas Rhett'],7
109219,1930,Εργάτης τιμημένος,['Κώστας Δούσιας'],2
32034,1987,Paper In Fire,['John Mellencamp'],4
28877,1971,Guajira,['Santana'],9
114730,1969,Copenhagen,['Scott Walker'],2
143272,1955,Why cry for you,['Rusty & Doug Kershaw'],2
82177,1969,Something - 2019 Mix,['The Beatles'],0
132651,1979,歡顏,['Chyi Yu'],11
68686,1988,Funky Dividends,['Three Times Dope'],10
164800,1991,Beautiful Mess,['Diamond Rio'],1
107420,2013,Duet (feat. Stephanie Briggs),"['Penny and Sparrow', 'Stephanie Briggs']",4
100963,1981,Sketch For Dawn - I,['The Durutti Column'],2
84124,1979,"Johanna (From ""Sweeney Todd"")","['Stephen Sondheim', 'Victor Garber', 'Paul Gemignani']",3
106737,2010,Beautiful,['MercyMe'],7
33506,1994,Jesus Born on This Day,['Mariah Carey'],9
70405,1996,When I Need You - Remastered,['Leo Sayer'],1
109792,1942,Carmela - Musical base Version,['Orchestra Studio 7'],9
95277,1953,"Wagner: Tristan und Isolde, WWV 90, Act 2 Scene 1: ""Der deiner harrt - o hör mein Warnen!"" (Brangäne, Isolde)","['Richard Wagner', 'Josef Greindl', 'Philharmonia Orchestra', 'Wilhelm Furtwängler']",10
89694,2007,Country Man,['Luke Bryan'],4
139028,2011,Cómo Te Extraño Mi Amor,['Leo Dan'],4
14827,1996,Forty Six & 2,['TOOL'],0
26667,1960,Shoppin' Around,['Elvis Presley'],4
95039,1951,Spirit Of Capsulanti,"['Marilyn Ross', ""Original Broadway Cast Of 'Flahooley""]",0
62549,1957,"Softly As In A Morning Sunrise - Live At The Village Vanguard, New York City, NY/1957/Evening Alternate Take 7",['Sonny Rollins'],0
27830,1966,I'm So Glad,['Cream'],2
95846,1955,Mambo Rumbón,['Tito Puente'],9
64346,1966,Oh Marie,['Perry Como'],8
60683,1948,"45a) No. 52, First Series",['G. I. Gurdjieff'],3
31333,1984,After All,['Al Jarreau'],1
111866,1955,The Spur of the Moment - 2013 - Remaster,['Charles Mingus'],7
36055,2007,Awaken,['Metalocalypse: Dethklok'],8
42669,1947,Ev'rytime - Remastered,"['Hugh Martin', 'Eileen Farrell', 'Luther Henderson', 'Luther Henderson Orchestra']",0
128231,1957,Woodyn' You,['Red Garland Quintet'],1
52720,1997,Chiquilla Bonita,['Banda Zirahuen'],3
136630,1999,Basura Y Lodo,['Grupo Tentacion'],6
95723,1955,St. Louis Blues,['Maxine Sullivan'],0
60200,1945,Aunt Jane Blues,['Brownie McGhee'],0
127345,1952,"Symphony No. 3 in E-Flat Major, Op. 97 ""Rhenish"": II. Scherzo. Sehr mäßig","['Robert Schumann', 'Arturo Toscanini']",0
119512,1993,Long Cool Woman (In a Black Dress),['The Hollies'],4
91777,2018,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,"['SHAUN', 'Conor Maynard', 'Sam Feldt']",10
6904,1956,City Lights,['Ray Price'],10
104110,1997,Dick Lips,['blink-182'],2
153439,2009,Brass Goggles,['Steam Powered Giraffe'],9
88825,2003,Pégame Tu Vicio,['Eddy Herrera'],2
126090,1946,Quejas De Bandoneon,"['Astor Piazzolla', 'J.De Dios Filiberto']",2
153453,2009,"Strawberry Swisher, Pt. 1",['Dance Gavin Dance'],7
162081,1977,Personally,['Karla Bonoff'],11
132773,1980,Two Of Us - Live At Pavillon de Paris/1979,['Supertramp'],9
80443,1960,I Can't Make You Love Me,['Nancy Wilson'],7
148786,1985,Limelight,['The Alan Parsons Project'],3
139424,2013,Balam Pichkari,"['Vishal Dadlani', 'Shalmali Kholgade']",0
87458,1996,Let You Down,['Dave Matthews Band'],11
156192,1948,Endukee Brathuku,['Jamuna Rani'],5
154000,2013,Suddenly Summer,"['Armin van Buuren', 'Ana Criado']",4
27726,1966,White Christmas,['Dean Martin'],4
132131,1976,Black Sabbath - 2014 Remaster,['Black Sabbath'],2
89599,2007,Goodnight Goodnight,['Maroon 5'],2
28600,1970,Sunny Skies - 2019 Remaster,['James Taylor'],0
58185,1930,Ante vre xira,['Dimitris Arapakis'],9
157193,1953,"Puccini: Tosca, Act 1 Scene 6: ""È buona la mia Tosca"" (Cavaradossi, Angelotti)","['Giacomo Puccini', 'Victor de Sabata', 'Orchestra Del Teatro Alla Scala, Milano']",3
47034,1969,Overture,['The Who'],0
168527,2010,You Kill Me (In a Good Way),['Sleeping With Sirens'],3
109548,1940,O Ntoulas,['Fragkiskos Dimitriou'],9
114446,1968,My Way Of Life,['Frank Sinatra'],10
26501,1959,New Rock The Joint,['Bill Haley & His Comets'],11
138256,2007,Brebaje,['Toño Y Freddy'],7
41810,1943,South Pacific (1949): There Is Nothin' Like A Dame - Voice,"['Richard Rodgers', ""Salvatore Dell'Isola"", 'Ezio Pinza', 'Henry Mitchell', 'Jim Hawthorne', 'Alan Gilbert']",4
84663,1981,Think It Over,['The Cars'],7
21992,1936,Bluebeard Blues,['Count Basie Octet'],5
158312,1958,"Piano Sonata No. 16 in C Major, K. 545 ""Facile"": III. Rondo. Allegretto","['Wolfgang Amadeus Mozart', 'Glenn Gould']",0
56272,2015,Dræm Girl,['No Vacation'],2
155260,2019,Night Race,['Vyacheslav Sketch'],7
116339,1977,Death of a Ladies' Man,['Leonard Cohen'],0
113793,1964,A Hymn To Him - Voice,['Marni Nixon'],4
107932,2016,Dangerously,['Charlie Puth'],2
128503,1958,"Piano Sonata No. 12 in F Major, K. 332: I. Allegro","['Wolfgang Amadeus Mozart', 'Glenn Gould']",5
22620,1939,Orunaal Oru Pozhudhu,['M. K. Thyagaraja Bhagavathar'],8
59983,1944,Chalo Chale Hum Janseva Mein,['Shankar Rao Vyas'],3
127948,1955,"Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": I. Adagio - Allegro molto","['Antonín Dvořák', 'Fritz Reiner', 'Chicago Symphony Orchestra']",4
139892,2015,Mikasa,['Veil Of Maya'],7
26534,1959,Ad Lib Blues,"['Lester Young', 'Oscar Peterson Trio']",0
97505,1964,"People - From ""Funny Girl""",['Nancy Wilson'],7
148199,1982,Dogs,['Christian Death'],9
126574,1949,"Violin Sonata No. 2 in D Major, Op. 94bis: IV. Allegro con brio","['Sergei Prokofiev', 'Isaac Stern']",2
157922,1956,Little Jon Special,['Zoot Sims'],7
129785,1965,A Blue Serge Suit,['Cab Calloway'],7
3135,1937,My Man (with Teddy Wilson & His Orchestra),"['Billie Holiday', 'Teddy Wilson']",3
84677,1981,The Sheltering Sky,['King Crimson'],11
115290,1972,Maybe Your Baby,['Stevie Wonder'],1
27956,1967,Darling Be Home Soon,"[""The Lovin' Spoonful""]",7
110390,1947,Prem Nagar Ki Aur Chale Hai,"['Khursheed Bano', 'Surendra']",11
60245,1946,Todo Todo Dil Ke Taar,['Mohammed Rafi'],10
26708,1960,Zing! Went The Strings Of My Heart (outtake) - Outtake,['Frank Sinatra'],1
101713,1985,Lost Without Your Love,['Bread'],10
63346,1961,It Must Have Been The Devil,['Otis Spann'],2
70622,1997,T-Bone Shuffle,['Albert Collins'],11
114373,1967,C'mon Marianne,['Frankie Valli & The Four Seasons'],0
111537,1953,Santhosham Tharum - Female Vocals,['Raavu Balasaraswathi'],4
114178,1966,Magic Trumpet,['Herb Alpert & The Tijuana Brass'],5
108003,2016,She's American,['The 1975'],1
127255,1952,I puritani: Act I Scene 2: Ad Arturo onore (Chorus),"['Vincenzo Bellini', 'Maria Callas', 'Giuseppe Di Stefano', 'Piero Campolonghi', 'Robert Silva', 'Tanis Lugo', 'Ignacio Rufino', 'Rosa Rimoch', 'Palacio de Bellas Artes Chorus', 'Palacio de Bellas Artes Orchestra', 'Guido Picco']",9
165392,1994,It Gets Better,['Keith Sweat'],10
3775,1940,Hit and Run Lover,"['Richard Levitt', 'Charles Byrd', 'Carl Tucker']",2
88446,2001,Cry,['Mandy Moore'],0
38880,1927,Amargado - Instrumental (Remasterizado),['Francisco Canaro'],5
3377,1938,Ave de Paso - Remasterizado,"['Francisco Canaro', 'Roberto Maida']",1
129029,1961,Just Friends,['Bobby Darin'],2
163715,1986,Moving Target,['The Outfield'],4
53152,1999,Outlaw Heart,['Tiger Army'],1
114124,1966,High And Dry,['The Rolling Stones'],5
36181,2008,Re-Education (Through Labor),['Rise Against'],11
45331,1960,So Sad (To Watch Good Love Go Bad) - Remastered Version,['The Everly Brothers'],4
98153,1967,Reach Out For Me,['Burt Bacharach'],5
88624,2002,Let It Flow,['Eric Darius'],4
145697,1970,Farther Along,['The Flying Burrito Brothers'],5
57774,1928,Monadita - Instrumental (Remasterizado),['Francisco Canaro'],0
41542,1941,Iberia Book II: II. Almería,"['Isaac Albéniz', 'Claudio Arrau']",0
117531,1983,No Restrictions,['Men At Work'],4
57973,1929,Cacareando - Instrumental (Remasterizado),['Francisco Canaro'],10
55102,2009,Heart Like Mine,['Miranda Lambert'],8
169261,2014,Feel The Volume,['Jauz'],10
163048,1982,Salsa de amor,['Willie Salcedo'],0
67713,1983,You're Number One (In My Book),['Gladys Knight & The Pips'],4
1611,1930,The Rumba Dance,"['Roaring Lion', 'Gerald Clark and his Caribbean Serenaders']",9
137260,2002,All I Care About,"['Richard Gere', 'Renée Zellweger']",6
689,1925,My Heart,['Louis Armstrong & His Hot Five'],11
144675,1965,Let Him Run Wild (Mono),['The Beach Boys'],11
160542,1969,São Bento Grande,['Mestre Bimba'],11
48905,1978,Serenade,['Steve Miller Band'],9
10056,1972,Guitar Man,['Bread'],4
1054,1927,Train Whistle Blues,['Jimmie Rodgers'],1
115957,1975,"Get Up, Stand Up - Live At The Lyceum, London/1975",['Bob Marley & The Wailers'],6
156543,1949,Mori Tumse Ulajh Gai Ankhiyan,['Geeta Dutt'],6
163949,1987,I Ain't Ever Satisfied,"['Steve Earle', 'The Dukes']",7
40479,1936,El Gaucho,['Victor Silvester and his Ballroom Orchestra'],0
156974,1952,Married (from Cabaret) - Vocal,['Harold Hastings'],8
139114,2011,Cover Girl,['Big Time Rush'],3
105495,2004,Running Blind - Acoustic,['Godsmack'],3
133995,1986,Do U Lie?,['Prince'],7
158162,1958,Birds Of A Feather,['Gene Krupa'],5
19634,2020,Be Like That - feat. Swae Lee & Khalid,"['Kane Brown', 'Swae Lee', 'Khalid']",7
146472,1974,Stinker,['Elton John'],7
90414,2011,Da Butt,['E.U.'],10
127875,1955,All Er Nothin',['Nelson Riddle'],7
35267,2003,I've Got a Crush On You,['Steve Tyrell'],7
131698,1974,What'll I Do,['Chet Baker'],1
138133,2006,You Never Let Go,['Matt Redman'],11
121561,2003,New Pain,['Static-X'],5
89101,2004,Twilight,['Elliott Smith'],0
80006,1958,Julia,['Javier Solís'],5
53794,2002,Six Days On The Road,['Dave Dudley'],2
13176,1987,One More Try - Remastered,['George Michael'],5
15836,2001,Someday,['The Strokes'],9
8678,1965,You're Going To Lose That Girl - Remastered 2009,['The Beatles'],4
36860,2011,Farther Along,['Josh Garrels'],4
19925,1926,Journey's End,['George Olsen'],3
113638,1964,"Every Minute, Every Hour",['Dean Martin'],11
165035,1992,It Was A Good Day,['Ice Cube'],5
83487,1975,何もきかないで,['Yumi Arai'],5
61565,1952,"String Quartet No. 5 in A Major, Op. 18: II. Menuetto","['Ludwig van Beethoven', 'Budapest String Quartet']",0
65267,1971,Katie Cruel,['Karen Dalton'],10
114856,1970,Your Song - Demo Version,['Elton John'],3
33071,1992,One Jump Ahead (Reprise),['Brad Kane'],10
109814,1942,Firenze sogna,['Carlo Buti'],7
155412,2020,Really Love (feat. Craig David & Digital Farm Animals),"['KSI', 'Craig David', 'Digital Farm Animals']",10
23926,1946,Mere Liye Jahan Mein,['Amirbai Karnataki'],7
6228,1953,Stella By Starlight,['Charlie Parker'],0
119597,1993,Completamente Tuya,['Marisela'],4
166483,2000,Love So Nice,['Junior Kelly'],9
91353,2015,Novocaine,['Fall Out Boy'],2
120659,1999,Center of the Universe,['Built To Spill'],9
107579,2014,Perfect Storm,['Brad Paisley'],0
95839,1955,Rose Room,['Cannonball Adderley'],1
39995,1933,Rencor - Remasterizado,"['Francisco Canaro', 'Domingo Conte']",2
34113,1997,El Reloj,['Luis Miguel'],2
41430,1941,Main Title / Huw's Theme,['Alfred Newman'],9
45780,1962,Mano a Mano (with Leopoldo Federico y Su Orquesta),"['Julio Sosa', 'Leopoldo Federico y su Orquesta']",0
67268,1981,How Much More,"[""The Go-Go's""]",7
29811,1976,Maybe I'm Amazed - Live / Remastered,['Wings'],7
138812,2010,Starry Eyed,['Ellie Goulding'],5
83070,1973,Blue Umbrella,['John Prine'],0
128440,1958,"Piano Sonata No. 5 in G Major, K. 283: III. Presto","['Wolfgang Amadeus Mozart', 'Glenn Gould']",7
145019,1967,Jim On The Move,['Lalo Schifrin'],0
7932,1961,I Love You So Much It Hurts,"['Patsy Cline', 'The Jordanaires']",7
53153,1999,Bonita Applebum,['A Tribe Called Quest'],11
77227,1942,"Symphony No. 6 in B Minor, Op 74 ""Pathétique"": IV. Allegro lamentoso","['Pyotr Ilyich Tchaikovsky', 'Arturo Toscanini']",11
132867,1980,Lights - Live,['Journey'],7
90641,2012,Love Is A Verb,['John Mayer'],9
31742,1986,I Can't Wait,['Nu Shooz'],5
122134,2006,Life Is Beautiful,"[""Keb' Mo'""]",2
85075,1983,"Grieg: Peer Gynt, Op. 23, Act IV: Morning","['Edvard Grieg', 'Academy of St. Martin in the Fields', 'Sir Neville Marriner']",4
121362,2002,Wish I May,['Breaking Benjamin'],1
47366,1970,"Hey, Who Really Cares",['Linda Perhacs'],0
111892,1955,Yo Quiero un Mambo,['Xavier Cugat & His Orchestra'],5
116940,1980,Flesh And Blood,['Roxy Music'],8
74099,2015,Crazy In Love - Remix,['Beyoncé'],7
146249,1973,Rasguña las Piedras,['Sui Generis'],7
27400,1964,Days Of Wine And Roses,['Frank Sinatra'],5
49248,1980,Wasted,['Def Leppard'],4
95790,1955,I Wonder as I Wander,['Mahalia Jackson'],2
4739,1945,It's A Great Big World,"['Judy Garland', ""Virginia O'Brien"", 'Betty Russell']",8
135244,1992,Good Stuff,"[""The B-52's""]",1
70710,1998,La Bomba,['Ricky Martin'],10
151791,2000,Let Me Be Your Man,['Hootie & The Blowfish'],7
164533,1990,Get Off,['Bad Religion'],8
61639,1953,My Silent Love,['George Shearing'],11
142574,1952,The priest's wife - arr. Ponirides,"['Anonymous', 'Irma Kolassi', 'André Collard']",10
24785,1950,Moonlight Bay,['The Chordettes'],5
113761,1964,I Found out Too Late,['The Sapphires'],0
35043,2002,Can't Get You out of My Head,['Kylie Minogue'],9
114704,1969,Brian Boru's March,['The Chieftains'],7
22501,1938,Vrei să ne-ntâlnim sâmbătă seara,['Jean Moscopol'],4
152533,2004,Let It Die,['Feist'],7
88980,2004,Duality,['Slipknot'],4
128968,1961,Will You Love Me Tomorrow,['Brenda Lee'],11
69173,1990,Mary's Boy Child,['Jose Mari Chan'],10
92020,2019,Reasons,['Luke Combs'],6
167840,2006,Long Trip Alone,['Dierks Bentley'],7
55478,2011,Junction City Queen,['Tyler Childers'],7
62234,1955,I'm Thrilled - Mono,['June Christy'],1
49239,1980,Speil,['Terje Rypdal'],9
126993,1951,Kapitel 18 - Tante Lisbeth,['Honoré de Balzac'],7
85072,1983,Juliet,['Robin Gibb'],4
122623,2009,Piece of My Heart,['Erma Franklin'],8
54976,2008,Esa Mujer,['Tony Vega'],10
102498,1989,Wedding Day,['UB40'],0
44922,1958,If I Were A Bell,['Blossom Dearie'],0
132140,1976,Candy Store Rock - Remaster,['Led Zeppelin'],0
16745,2005,Welcome To Jamrock,['Damian Marley'],7
91357,2015,Bad Decisions,['Bumpin Uglies'],11
162965,1982,Halloween,['The Dream Syndicate'],7
135325,1992,Even If My Heart Would Break,"['Kenny G', 'Aaron Neville']",2
115830,1975,Rock Salt & Nails,['J.D. Crowe & The New South'],4
34055,1997,Something About The Way You Look Tonight - Edit Version,['Elton John'],6
103338,1993,El Derrotado,['Vicente Fernández'],0
10983,1976,Calling Dr. Love,['KISS'],8
85858,1987,Walk Away,['Michael Bolton'],0
75628,1928,"Sonata No. 3, Op. 23 in F-Sharp Minor: I. Dramatico","['Alexander Scriabin', 'Vladimir Horowitz']",6
63871,1964,Twistin' The Night Away,['Sam Cooke'],0
31975,1987,"Always with Me, Always with You",['Joe Satriani'],11
22260,1937,Twelve,['Mushy Peas'],2
69781,1993,Make That Move,['Shalamar'],7
157547,1954,"Bruch: Violin Concerto No. 1 in G Minor, Op. 26: II. Adagio","['Max Bruch', 'Tibor Varga', 'Philharmonia Orchestra', 'Walter Susskind']",3
79704,1956,Amar Shwapne Dekha Rajkanya,['Shyamal Mitra'],2
19692,2020,Mad at Disney,['salem ilese'],0
104572,1999,TOBIUME,['Susumu Yokota'],6
159647,1965,I'm Grateful,['Four Tops'],10
52433,1996,Green Grass & High Tides - Remastered,['The Outlaws'],4
63878,1964,"Turn, Turn, Turn! / To Everything There Is a Season",['Judy Collins'],8
41610,1942,Pe' sempe - Instrument and base Version,['Orchestra Studio 7'],9
26232,1958,He Needs Me - 2013 Remastered Version,['Nina Simone'],6
146032,1972,Cleo's Apartment,['Marvin Gaye'],0
30319,1978,No Tell Lover - 2002 Remaster,['Chicago'],5
162433,1979,What Are You Doin' In My Life?,['Tom Petty and the Heartbreakers'],4
146969,1976,Children of the Grave - 2014 Remaster,['Black Sabbath'],6
115723,1974,Tryin' to Get the Feeling Again,['Barry Manilow'],3
22414,1938,Ochii tăi m-au vrăjit,['Cristian Vasile'],4
111088,1951,Yeh Zindagi Hai To Yo Yo,['Manmohan Krishna'],1
124701,2019,Dream Girl,['Crisaunt'],4
153865,2011,12 Fingers,['Young the Giant'],11
84726,1982,Time out for Fun,['DEVO'],4
97705,1965,The Singer Not The Song - Mono Version,['The Rolling Stones'],0
149047,1987,Imitation Of Life,['Anthrax'],11
75493,1928,Highways Are Happy Ways - When They Lead The Way To Home,['Ted Weems & His Orchestra'],7
95894,1956,Dinah,['Dean Martin'],5
100642,1979,Inside Your Love,['Leon Ware'],9
134643,1989,Bem Que Se Quis - Ao Vivo,['Marisa Monte'],8
109236,1930,Ξενιτιά μαγκούφα,['Κώστας Ρούκουνας'],3
30328,1979,Sara - 2015 Remaster,['Fleetwood Mac'],10
70316,1996,Todo Empezo,['Eddie Santiago'],7
29034,1972,Ain't No Sunshine,['The Equatics'],4
145579,1969,Rhymes Of Goodbye,['Scott Walker'],1
9660,1970,Mama Told Me (Not To Come) - Single Version,['Three Dog Night'],1
51082,1989,"10,000 Miles",['Mary Chapin Carpenter'],9
14866,1996,I Love You Always Forever,['Donna Lewis'],5
99231,1972,Sweet Little Girl,['Stevie Wonder'],1
147201,1977,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",['Bee Gees'],7
41633,1942,Ti voglio bene,['Carla Boni'],3
158186,1958,Bajo Numero Uno,['Jack Costanzo'],0
51236,1990,Somewhere Out There,['Emile Pandolfi'],0
6716,1955,Blue Turning Grey Over You,['Louis Armstrong'],7
120224,1996,Low Place Like Home,['Sneaker Pimps'],0
143634,1957,Bintang Malam,['The Amboina Serenaders'],5
78001,1948,Aavo Amare Gamade,"['Dost Mohommed', 'Sharada']",9
50274,1985,No Words,['Clan of Xymox'],1
69286,1991,Lullaby,['George Winston'],4
167792,2006,Diferente,['Gotan Project'],4
152459,2004,Hay Algo en ti,['La Leyenda'],10
62135,1955,"Le nozze di Figaro, K. 492, Act IV Scene 13: Tutto è tranquillo e placido (Figaro, Susanna)","['Wolfgang Amadeus Mozart', 'Glyndebourne Festival Orchestra', 'Graziella Sciutti', 'Sesto Bruscantini', 'Vittorio Gui']",3
6534,1954,These Foolish Things,"['Clifford Brown', 'Max Roach']",7
22104,1936,Lester Leaps In - Alternate Take,"[""Count Basie's Kansas City Seven""]",2
102620,1989,La Gitane,"['Angelo DeBarre', 'Serge Camps']",2
23885,1945,我在靜靜等你,['崔萍'],7
158579,1960,Thandi Hawa Yeh Chandni Suhani,['Kishore Kumar'],2
96797,1960,Old Doc Brown,['Johnny Cash'],5
99407,1973,Winter Sadness,['Kool & The Gang'],9
83040,1973,Zomby Woof,"['Frank Zappa', 'The Mothers']",2
44459,1956,Jeep's Blues,['Duke Ellington'],5
7177,1957,I Get A Kick Out Of You - Take 7 / Master Take,['Charlie Parker'],5
72967,2009,Into The Nothing,['Breaking Benjamin'],6
110666,1949,"Aida: ""Pur ti riveggo, mia dolce Aida""","['Giuseppe Verdi', 'Richard Tucker', 'Eileen Farrell', 'Fausto Cleva', 'Columbia Symphony Orchestra']",2
103746,1995,Nadie Como Ella,['Marc Anthony'],0
75540,1928,"Waltz, Op. 35, No. 15 in A-Flat","['Johannes Brahms', 'Vladimir Horowitz']",8
161195,1973,California Saga (Big Sur) - Remastered 2000,['The Beach Boys'],11
80238,1959,"You're Mine, You!",['Peggy Lee'],1
105608,2004,Somersault,"['Zero 7', 'Sia']",0
168543,2010,24 Horas,['24 Horas'],7
67581,1982,Temptation - Extended Mix / 2012 Remaster,['Heaven 17'],6
147333,1978,In The Night-Time,['Michael Henderson'],10
26015,1957,Funny Face,['Fred Astaire'],10
82790,1972,The Man That Turned My Mama On,['Tanya Tucker'],0
23411,1943,Aasaa Niraasaa,['Chittoor V. Nagaiah'],10
30391,1979,(Our Love) Don't Throw It All Away,['Bee Gees'],7
167009,2002,Maneater,['Daryl Hall & John Oates'],11
91526,2016,Kings of Summer,"['ayokay', 'Quinn XCII']",11
155280,2019,Interstellar,['Headphone Activist'],0
120093,1996,Catapult,['Counting Crows'],4
115716,1974,Roller Derby Queen,['Jim Croce'],4
25609,1955,The Maladjusted Jester,['Danny Kaye'],0
48595,1976,I Don't Wanna Lose Your Love,['The Emotions'],1
130527,1968,L'anamour - Remasterisé en 2016,['Françoise Hardy'],2
65654,1973,Roy Rogers - Remastered 2014,['Elton John'],5
12926,1986,Manic Monday,['The Bangles'],2
35316,2003,Sugar Magnolia - 2001 Remaster,['Grateful Dead'],1
22702,1939,Kaisi Haseen Raat,"['Talat Mahmood', 'Mohammed Rafi']",11
137061,2001,Down by the River,['The Meters'],4
126670,1949,"Violin Sonata in G Minor, D. 408, Op. 137 No. 3: I. Allegro giusto","['Franz Schubert', 'Isaac Stern']",3
34404,1999,Strangers Like Me,['Phil Collins'],3
123544,2014,Gonna,['Blake Shelton'],4
151985,2001,The Whole World (feat. Killer Mike),"['OutKast', 'Killer Mike']",2
82401,1970,Message from a Black Man,"['Derrick Harriott', 'The Chosen Few']",2
109455,1940,Τα χανουμάκια,['Rita Abatzi'],4
111637,1954,Dodo Ti Pitit Manman (Sleep Little Mother),['Michele Dejean Group'],5
35784,2006,Do It To It,"['Cherish', 'Sean Paul']",2
164470,1989,그아픔까지사랑한거야,['조정현'],10
86317,1990,Resulta,['Lucha Villa'],0
132002,1976,"Jitterbug Boy (Sharing A Curbstone With Chuck E. Weiss, Robert Marchese, Paul Body and The Mug and Artie)",['Tom Waits'],3
143048,1954,Look over Yonder,"['Michel LaRue', 'Alex Foster', 'The Drinking Gourds']",11
141887,1948,Alaka Paadi,['Ghantasala'],2
5842,1951,Mambo Mucho Mambo,['Machito & His Afro-Cuban Orchestra'],0
141460,1945,"Mazurka, Op.67, No. 2 in G Minor","['Frédéric Chopin', 'William Kapell']",10
2823,1936,32-20 Blues,['Robert Johnson'],9
119643,1994,Have a Little Faith In Me,['Joe Cocker'],6
2392,1933,Our Love Is Different,['Billie Holiday'],7
154315,2014,Shine,['Elgate feat. Spektrem'],7
21375,1933,Loveless Love (with Benny Carter & His All Star Orchestra) - Take 2,"['Billie Holiday', 'Benny Carter & His All Star Orchestra']",2
96678,1960,Presumida - High Class Baby [Remasterizado],['Los Teen Tops'],2
72979,2009,Borderline,['Madonna'],2
170188,2018,Outskirts of Heaven,['Craig Campbell'],0
113450,1963,Loveless Love,"['Duke Ellington', 'Johnny Hodges']",5
35759,2006,Say,['John Mayer'],10
159631,1965,Once Upon A Time,['Tom Jones'],0
67530,1982,You Don't Want Me Anymore,['Steel Breeze'],4
135674,1994,People In Tha Middle,['Michael Franti & Spearhead'],7
12277,1983,Holiday,['Madonna'],7
169595,2015,Opening,['Essie Jain'],3
3852,1941,Someone to Watch Over Me,"['Lena Horne', 'Marty Gold']",7
168569,2010,Til The Last Shot's Fired,['Trace Adkins'],6
154845,2017,Tidal Wave,['Portugal. The Man'],8
6734,1955,I've Got a Feeling I'm Falling,['Louis Armstrong'],10
139832,2015,Never Leave,['Koe Wetzel'],0
20506,1928,"Nocturne in B Major, Op. 9, No. 3 - 2001 Remastered","['Frédéric Chopin', 'Vladimir Horowitz']",6
23641,1944,Geye Jai Gaan Geye Jai,['Rekha Mullick'],9
163524,1985,I Believe in You,['Twisted Sister'],1
145889,1971,"It's All Over Now, Baby Blue",['Leon Russell'],3
144597,1964,Oyelo Que Te Conviene,"['Eddie Palmieri', 'Ismael Quintana']",4
93928,1946,Bigdi Meri Bana De,['Neena'],2
122054,2006,Dos Locos,['Los Horóscopos De Durango'],1
40423,1936,Handle With Care,['Apocolothoth'],8
167669,2006,The Best Man I Can Be,"['Ginuwine', 'R.L.', 'Tyrese', 'Case']",0
130216,1967,Mind Gardens,['The Byrds'],2
32229,1988,Teddy's Jam,['Guy'],6
161579,1975,6 O'Clock Bad News,['Cecilio & Kapono'],0
93147,1935,"Haydn: String Quartet No. 33 in D Major, Op. 33 No. 6, Hob. III, 42: IV. Finale (Allegretto)","['Franz Joseph Haydn', 'Pro Arte Quartet']",2
96399,1958,One Eyed Cat,['Henry Mancini'],0
2142,1932,Please,['Val Rosing'],0
52028,1994,Use Me,['Bill Withers'],11
15717,2000,A Kiss To Build A Dream On - Single Version,['Louis Armstrong'],0
48854,1978,Sabu Visits the Twin Cities Alone,['John Prine'],7
7073,1957,Speedo,['The Cadillacs'],8
